id,latitude,longitude,station_name,total_docks
506,41.917183752,-87.710356652,Spaulding Ave & Armitage Ave,15
507,41.917513394,-87.701808955,Humboldt Blvd & Armitage Ave,19
508,41.909656876,-87.716631952,Central Park Ave & North Ave,15
509,41.909769302,-87.705280487,Troy St & North Ave,15
510,41.902706594,-87.709219571,Spaulding Ave & Division St,15
511,41.914026713,-87.705126462,Albany Ave & Bloomingdale Ave,15
514,42.019276,-87.68452,Ridge Blvd & Howard St,15
515,42.019159,-87.673573,Paulina St & Howard St,23
517,42.015963,-87.675005,Clark St & Jarvis Ave,15
518,41.885502,-87.716866,Conservatory Dr & Lake St,15
519,42.016977,-87.677725,Wolcott Ave & Fargo Ave,11
520,42.015962,-87.66857,Greenview Ave & Jarvis Ave,23
522,42.019537,-87.669563,Bosworth Ave & Howard St,14
523,42.021019,-87.665086,Eastlake Ter & Rogers Ave,15
524,41.894887,-87.774704,Austin Blvd & Chicago Ave,11
525,42.012701,-87.666058,Glenwood Ave & Touhy Ave,15
526,42.012342,-87.688243,Oakley Ave & Touhy Ave,15
527,42.018901,-87.690048,Western Ave & Howard St,19
528,41.885409,-87.726491,Pulaski Rd & Lake St,15
529,41.886841,-87.745261,Cicero Ave & Lake St,15
530,41.887832,-87.755527,Laramie Ave & Kinzie St,15
531,41.887664,-87.765469,Central Ave & Lake St,15
532,41.887919,-87.774446,Austin Blvd & Lake St,15
533,41.875679,-87.71547,Central Park Blvd & 5th Ave,15
534,41.880827,-87.726279,Pulaski Rd & Madison St,15
535,41.874325,-87.725704,Pulaski Rd & Congress Pkwy,15
536,41.885928,-87.73541,Kostner Ave & Lake St,15
537,41.880708,-87.741018,Kenton Ave & Madison St,15
538,41.872131,-87.746619,Cicero Ave & Flournoy St,15
539,41.877613,-87.745405,Cicero Ave & Quincy St,15
540,41.880207,-87.755337,Laramie Ave & Madison St,15
541,41.872993,-87.764499,Central Ave & Harrison St,15
542,41.880121,-87.763238,Central Ave & Madison St,15
543,41.875806,-87.755285,Laramie Ave & Gladys Ave,15
544,41.87998,-87.773264,Mason Ave & Madison St,15
545,41.877917,-87.735737,Kostner Ave & Adams St,15
546,41.823192,-87.676597,Damen Ave & Pershing Rd,11
547,41.823465,-87.665577,Ashland Ave & Pershing Rd,11
548,41.823613,-87.650931,Morgan St & Pershing Rd,11
549,41.813996,-87.666589,Marshfield Ave & 44th St,11
550,41.894958,-87.764902,Central Ave & Chicago Ave,11
551,41.808227,-87.67718,Hoyne Ave & 47th St,11
552,41.80887,-87.66454,Ashland Ave & McDowell Ave,11
553,41.80839,-87.656526,Elizabeth St & 47th St,11
554,41.800908,-87.674684,Damen Ave & 51st St,11
555,41.803023,-87.664699,Ashland Ave & 50th St,11
556,41.799659,-87.657195,Throop St & 52nd St,11
557,41.794587,-87.674254,Damen Ave & Garfield Blvd,11
558,41.792822,-87.664429,Ashland Ave & Garfield Blvd,11
559,41.794694,-87.654947,Racine Ave & Garfield Blvd,11
560,41.786833,-87.666215,Marshfield Ave & 59th St,11
561,41.783681,-87.674101,Damen Ave & 61st St,11
562,41.783189,-87.654372,Racine Ave & 61st St,11
563,41.779374,-87.664843,Ashland Ave & 63rd St,15
564,41.775393,-87.654308,Racine Ave & 65th St,11
565,41.774074,-87.663815,Ashland Ave & 66th St,11
566,41.768726,-87.664069,Ashland Ave & 69th St,11
567,41.768938,-87.652934,May St & 69th St,11
568,41.763462,-87.637297,Normal Ave & 72nd St,11
569,41.75916,-87.595751,Woodlawn Ave & 75th St,15
570,41.758308,-87.606685,Evans Ave & 75th St,11
571,41.758361,-87.614138,Vernon Ave & 75th St,11
572,41.756971,-87.624621,State St & 76th St,11
573,41.750794,-87.624424,State St & 79th St,15
574,41.750951,-87.613783,Vernon Ave & 79th St,11
575,41.753174,-87.605026,Cottage Grove Ave & 78th St,11
576,41.751294,-87.597552,Greenwood Ave & 79th St,15
577,41.751173,-87.585337,Stony Island Ave & South Chicago Ave,11
578,41.751802,-87.574845,Chappel Ave & 79th St,11
579,41.75182,-87.565211,Phillips Ave & 79th St,11
580,41.751731,-87.552812,Exchange Ave & 79th St,15
581,41.744607,-87.551201,Commercial Ave & 83rd St,15
582,41.746334,-87.564725,Phillips Ave & 82nd St,11
583,41.746559,-87.586005,Stony Island Ave & 82nd St,11
584,41.744123,-87.599034,Ellis Ave & 83rd St,15
585,41.744053,-87.604786,Cottage Grove Ave & 83rd St,11
586,41.743116,-87.6148,MLK Jr Dr & 83rd St,11
587,41.743316,-87.622849,Wabash Ave & 83rd St,11
588,41.743921,-87.575225,South Chicago Ave & 83rd St,11
589,41.954468,-87.749594,Milwaukee Ave & Cuyler Ave,15
590,41.953733,-87.740569,Kilbourn Ave & Irving Park Rd,15
591,41.948818,-87.74002,Kilbourn Ave & Milwaukee Ave,23
592,41.960631,-87.745359,Knox Ave & Montrose Ave,15
593,41.787539,-87.644874,Halsted St & 59th St,11
594,41.805661,-87.683392,Western Blvd & 48th Pl,15
595,41.736646,-87.622634,Wabash Ave & 87th St,15
596,42.048214,-87.683485,Benson Ave & Church St,15
597,42.032562,-87.679101,Chicago Ave & Washington St,15
598,42.025784,-87.684107,Elmwood Ave & Austin St,15
599,42.039742,-87.699413,Valli Produce - Evanston Plaza,15
600,42.048308,-87.698224,Dodge Ave & Church St,15
601,42.063598,-87.69873,Central St Metra,15
602,42.063999,-87.685962,Central St & Girard Ave,15
603,42.050491,-87.677821,Chicago Ave & Sheridan Rd,15
604,42.058239,-87.677432,Sheridan Rd & Noyes St (NU),15
605,42.052939,-87.673447,University Library (NU),15
606,41.894355,-87.80022,Forest Ave & Chicago Ave,19
607,41.898168,-87.783055,Cuyler Ave & Augusta St,11
608,41.890491,-87.776842,Humphrey Ave & Ontario St,11
609,41.88891,-87.800255,Forest Ave & Lake St,15
610,41.88681,-87.80287,Marion St & South Blvd,19
611,41.886923,-87.793899,Oak Park Ave & South Blvd,19
612,41.888085,-87.785236,Ridgeland Ave & Lake St,15
613,41.879837,-87.80224,Wisconsin Ave & Madison St,11
614,41.880113,-87.789247,East Ave & Madison St,15
615,41.87981,-87.779425,Lombard Ave & Madison St,14
616,41.872987,-87.793945,Oak Park Ave & Harrison St,19
617,41.871312,-87.788938,East Ave & Garfield St,19
618,41.870699,-87.778797,Lombard Ave & Garfield St,19
619,41.924361,-87.727752,Keystone Ave & Fullerton Ave,15
620,41.898203,-87.637536,Orleans St & Chestnut St (NEXT Apts),15
