,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
89,21.0,23.0,11.0,7.0,2.0,5.0,2.0,4.0,37.0,21.0,24.0,36.0,52.0,48.0,75.0,55.0,59.0,72.0,71.0,37.0,46.0,30.0,34.0,38.0
90,124.0,79.0,29.0,16.0,4.0,12.0,69.0,157.0,263.0,368.0,781.0,1119.0,1399.0,1494.0,1608.0,1586.0,1541.0,1384.0,1214.0,871.0,633.0,380.0,304.0,210.0
91,25.0,5.0,9.0,2.0,3.0,3.0,5.0,20.0,49.0,72.0,124.0,95.0,188.0,128.0,160.0,115.0,167.0,137.0,88.0,107.0,84.0,32.0,54.0,30.0
92,22.0,10.0,19.0,5.0,1.0,6.0,0.0,6.0,16.0,46.0,70.0,62.0,81.0,77.0,93.0,80.0,81.0,79.0,68.0,60.0,28.0,33.0,21.0,22.0
93,26.0,28.0,19.0,5.0,0.0,0.0,1.0,19.0,38.0,113.0,174.0,196.0,199.0,262.0,269.0,281.0,270.0,216.0,207.0,114.0,62.0,71.0,61.0,31.0
94,101.0,72.0,51.0,34.0,9.0,11.0,21.0,84.0,148.0,282.0,571.0,671.0,846.0,988.0,965.0,860.0,773.0,673.0,487.0,421.0,255.0,201.0,163.0,112.0
95,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,13.0,6.0,2.0,1.0,8.0,9.0,7.0,5.0,11.0,9.0,5.0,14.0,4.0,5.0,0.0
96,42.0,25.0,13.0,2.0,1.0,1.0,3.0,9.0,30.0,58.0,100.0,146.0,184.0,182.0,190.0,207.0,190.0,169.0,155.0,119.0,120.0,58.0,49.0,38.0
97,10.0,11.0,0.0,0.0,1.0,6.0,28.0,40.0,105.0,198.0,388.0,541.0,507.0,544.0,534.0,452.0,407.0,360.0,312.0,250.0,143.0,59.0,68.0,34.0
98,26.0,11.0,9.0,3.0,2.0,3.0,10.0,32.0,54.0,100.0,141.0,150.0,116.0,158.0,115.0,152.0,151.0,108.0,83.0,97.0,57.0,54.0,47.0,53.0
99,63.0,48.0,28.0,23.0,8.0,8.0,36.0,99.0,104.0,200.0,279.0,495.0,506.0,576.0,465.0,631.0,564.0,495.0,446.0,262.0,197.0,160.0,101.0,83.0
100,39.0,16.0,12.0,5.0,0.0,0.0,8.0,19.0,81.0,144.0,149.0,177.0,178.0,147.0,181.0,207.0,147.0,151.0,161.0,117.0,75.0,86.0,51.0,43.0
101,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,22.0,35.0,30.0,45.0,51.0,64.0,51.0,68.0,57.0,37.0,35.0,23.0,18.0,8.0,1.0,0.0
102,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,3.0,4.0,6.0,6.0,7.0,8.0,9.0,12.0,10.0,1.0,0.0
103,2.0,0.0,0.0,1.0,0.0,0.0,4.0,20.0,28.0,36.0,42.0,96.0,112.0,86.0,68.0,32.0,48.0,33.0,37.0,22.0,16.0,17.0,10.0,5.0
106,27.0,22.0,29.0,15.0,3.0,1.0,12.0,66.0,91.0,122.0,126.0,171.0,214.0,185.0,197.0,214.0,229.0,215.0,175.0,156.0,103.0,78.0,69.0,41.0
107,32.0,22.0,27.0,16.0,4.0,4.0,13.0,15.0,37.0,69.0,87.0,139.0,107.0,105.0,120.0,126.0,97.0,112.0,86.0,93.0,55.0,54.0,49.0,31.0
108,13.0,5.0,3.0,2.0,1.0,2.0,12.0,29.0,49.0,95.0,116.0,167.0,178.0,161.0,179.0,177.0,159.0,160.0,162.0,145.0,71.0,32.0,11.0,14.0
109,8.0,10.0,2.0,9.0,2.0,0.0,1.0,17.0,35.0,50.0,56.0,44.0,66.0,50.0,53.0,69.0,56.0,76.0,45.0,51.0,22.0,14.0,19.0,18.0
110,72.0,62.0,27.0,15.0,5.0,5.0,27.0,213.0,245.0,359.0,525.0,513.0,526.0,547.0,532.0,595.0,492.0,489.0,476.0,356.0,282.0,204.0,156.0,140.0
111,21.0,18.0,12.0,7.0,6.0,1.0,8.0,14.0,49.0,101.0,83.0,114.0,148.0,110.0,93.0,111.0,103.0,119.0,84.0,85.0,53.0,40.0,32.0,15.0
112,42.0,13.0,11.0,7.0,5.0,14.0,4.0,41.0,98.0,178.0,286.0,308.0,446.0,366.0,393.0,340.0,322.0,347.0,352.0,250.0,173.0,104.0,95.0,46.0
113,52.0,72.0,49.0,10.0,13.0,4.0,3.0,57.0,97.0,176.0,321.0,384.0,471.0,431.0,378.0,442.0,401.0,367.0,341.0,250.0,182.0,145.0,81.0,68.0
114,58.0,49.0,39.0,7.0,4.0,8.0,24.0,36.0,76.0,143.0,248.0,410.0,695.0,666.0,616.0,561.0,404.0,438.0,401.0,247.0,159.0,113.0,86.0,70.0
115,48.0,27.0,15.0,16.0,4.0,6.0,79.0,23.0,56.0,110.0,142.0,215.0,218.0,235.0,244.0,283.0,236.0,240.0,236.0,176.0,131.0,93.0,59.0,39.0
116,43.0,29.0,25.0,9.0,10.0,5.0,11.0,16.0,29.0,57.0,77.0,115.0,166.0,137.0,128.0,149.0,164.0,136.0,126.0,125.0,82.0,54.0,52.0,27.0
117,114.0,78.0,45.0,23.0,31.0,18.0,20.0,86.0,153.0,238.0,310.0,434.0,433.0,460.0,425.0,445.0,498.0,474.0,384.0,346.0,229.0,188.0,114.0,82.0
118,59.0,31.0,20.0,15.0,8.0,2.0,16.0,32.0,79.0,138.0,216.0,234.0,234.0,244.0,261.0,270.0,273.0,264.0,229.0,181.0,126.0,79.0,57.0,36.0
119,6.0,5.0,4.0,0.0,1.0,1.0,1.0,5.0,11.0,34.0,49.0,66.0,110.0,90.0,119.0,145.0,124.0,83.0,86.0,53.0,24.0,14.0,24.0,13.0
120,27.0,25.0,11.0,5.0,0.0,3.0,8.0,36.0,50.0,74.0,130.0,219.0,238.0,189.0,183.0,177.0,216.0,235.0,209.0,144.0,92.0,89.0,41.0,57.0
121,9.0,11.0,1.0,1.0,1.0,1.0,0.0,9.0,19.0,27.0,22.0,39.0,60.0,54.0,42.0,38.0,60.0,73.0,60.0,48.0,38.0,24.0,15.0,12.0
122,1.0,3.0,1.0,0.0,3.0,4.0,5.0,16.0,10.0,16.0,19.0,10.0,15.0,10.0,15.0,16.0,15.0,10.0,15.0,8.0,7.0,7.0,5.0,1.0
123,72.0,43.0,25.0,11.0,5.0,4.0,4.0,16.0,51.0,86.0,134.0,153.0,210.0,229.0,245.0,239.0,253.0,217.0,194.0,171.0,125.0,84.0,96.0,58.0
124,22.0,10.0,3.0,2.0,2.0,1.0,1.0,3.0,7.0,15.0,16.0,25.0,36.0,38.0,49.0,49.0,31.0,31.0,35.0,28.0,31.0,25.0,13.0,16.0
