,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
231,63,18,11,5,8,45,128,176,211,134,166,204,282,284,311,352,535,813,785,492,399,340,239,127
232,53,19,4,10,54,140,156,261,190,190,182,237,292,295,347,356,502,1156,1105,681,563,368,262,123
233,13,7,5,1,3,44,220,497,961,629,261,335,381,331,286,297,501,852,698,439,239,140,87,36
234,81,41,24,11,20,5,31,32,77,62,45,57,87,101,102,125,171,358,470,301,158,185,150,147
236,12,3,0,2,2,3,11,31,28,23,25,58,71,53,59,67,208,366,360,215,134,69,66,23
237,68,24,19,11,5,28,13,45,109,126,170,238,353,457,547,586,701,1242,826,528,463,381,222,155
238,27,19,6,2,17,6,50,369,380,296,103,108,133,116,94,88,131,212,229,192,96,50,39,14
239,31,12,17,16,12,50,61,198,233,114,163,191,199,171,160,150,285,482,574,369,251,112,89,63
240,70,30,15,13,40,65,699,1821,1428,355,175,200,284,288,312,261,361,666,660,609,408,326,359,174
241,65,31,19,6,3,9,124,426,959,1074,1010,865,840,811,880,875,976,1474,952,474,392,280,211,124
242,24,7,6,2,1,11,243,651,740,167,96,134,126,116,81,122,125,269,248,138,119,90,80,61
243,27,19,3,14,2,11,4,34,74,76,114,160,150,128,158,165,267,441,565,387,199,115,73,59
244,28,13,7,1,0,105,170,689,645,288,141,106,164,147,127,135,167,276,335,223,145,116,98,42
245,37,23,4,3,3,22,58,48,82,62,72,97,130,134,163,170,281,537,591,534,347,195,116,81
246,14,12,6,3,2,0,7,19,80,47,46,64,101,70,79,121,148,347,218,188,139,156,112,42
247,16,12,13,1,1,6,17,61,123,110,128,269,307,327,312,315,438,600,606,422,256,157,66,36
248,9,4,2,1,3,6,29,77,219,154,115,119,171,110,103,91,118,156,152,111,98,67,53,24
249,11,12,4,0,4,23,72,85,115,161,321,462,538,587,681,605,694,778,1007,564,304,147,94,42
250,33,12,8,4,2,4,33,75,28,58,82,94,145,146,124,153,238,382,347,229,159,116,80,53
251,15,7,6,3,2,4,72,134,95,91,60,77,128,123,123,147,143,324,365,236,176,118,75,54
252,6,9,6,0,0,2,9,12,16,55,40,36,46,42,35,44,92,126,116,93,47,55,27,8
253,23,8,5,2,3,61,78,193,384,230,124,146,122,149,129,127,172,357,402,251,184,107,90,56
254,46,33,17,4,10,12,67,189,127,133,185,234,298,404,362,392,592,1222,1031,766,479,301,249,122
255,137,48,29,27,11,15,126,493,384,307,371,490,670,753,761,970,1701,3572,2112,1168,750,466,338,217
256,50,25,11,12,9,31,96,130,118,137,78,138,130,159,134,178,318,487,523,470,396,281,234,127
257,16,10,5,78,26,2,21,116,216,107,101,94,124,113,108,100,193,439,454,281,161,97,79,41
258,14,7,5,2,3,41,176,50,77,139,174,166,189,150,143,189,323,570,607,345,190,108,56,53
259,19,9,6,12,3,3,10,38,149,66,43,71,112,142,107,90,137,386,308,168,132,101,47,28
260,48,30,14,14,15,26,99,587,984,184,196,217,184,185,207,225,286,608,677,645,360,256,167,132
261,12,0,2,0,2,74,162,690,1114,616,347,231,263,416,277,274,210,226,164,127,99,89,60,30
262,2,1,2,2,2,2,3,5,3,5,3,5,5,11,14,13,23,87,136,75,32,14,17,5
263,32,10,5,7,1,2,9,13,28,36,51,37,62,63,87,60,149,291,338,255,194,110,89,64
264,38,14,24,5,5,36,359,1088,2093,1000,245,451,426,348,312,339,597,1003,398,258,166,169,125,94
265,6,1,3,1,2,7,21,88,39,30,35,73,67,55,61,53,92,92,104,50,44,35,24,18
267,8,3,4,1,0,11,45,51,112,73,82,125,111,131,150,107,117,136,125,99,49,14,20,4
268,92,44,30,11,16,66,159,432,485,501,845,1414,1801,2129,2252,2276,2249,3756,4730,2972,1208,627,337,195
270,3,3,1,0,0,0,1,0,5,5,4,5,11,8,9,7,13,6,14,12,13,13,3,3
271,6,3,1,0,0,1,3,15,11,22,15,14,27,20,15,15,22,34,35,32,20,14,14,18
272,17,4,2,0,11,19,66,42,86,156,130,184,193,179,166,186,331,336,379,265,190,157,76,40
273,147,14,3,0,0,10,174,286,274,85,103,121,198,276,334,387,823,1870,1144,578,341,236,137,88
274,8,7,1,0,0,4,17,19,37,20,12,54,42,44,55,96,177,348,263,184,176,109,77,44
275,10,8,2,0,0,11,73,67,91,79,57,102,102,118,105,112,153,194,179,141,95,70,46,21
276,16,5,3,1,1,4,18,61,124,31,54,80,92,119,93,139,197,422,235,153,125,88,58,39
277,18,5,2,4,3,15,70,38,184,116,73,63,97,110,125,131,323,745,612,387,169,104,56,42
278,11,4,1,3,2,3,6,4,69,46,31,15,31,29,35,65,166,166,115,94,87,40,39,16
279,16,7,3,4,2,5,15,9,41,48,39,46,49,60,84,87,160,348,228,88,97,56,48,35
280,18,14,8,3,3,5,26,18,18,32,35,32,56,79,45,52,76,181,148,110,76,104,123,49
281,2,1,0,0,0,0,0,1,7,4,8,7,20,10,13,29,26,32,113,33,8,7,7,9
282,55,16,11,6,8,12,91,121,355,280,257,256,385,378,315,380,701,878,533,366,282,181,145,99
283,8,11,16,20,194,615,2350,3546,2869,813,338,536,542,604,730,936,1638,1369,402,162,77,38,51,86
284,32,28,20,8,5,67,300,631,2436,745,483,601,750,767,731,949,1230,1492,786,418,270,130,135,122
285,8,1,0,1,1,16,50,293,347,158,59,67,129,107,100,117,238,608,436,266,139,91,44,21
286,8,36,3,1,18,220,669,2611,2244,942,256,261,388,514,364,318,920,1105,287,128,54,60,41,11
287,33,91,3,6,36,238,1420,4358,9001,4429,1199,837,1055,1176,792,517,474,657,348,172,129,90,56,37
